accident_id,timestamp,lat,lng,nearest_cluster,road_type,speed_limit,lane_count,traffic_density,weather,time_of_day,hour,day_of_week,is_weekend,month,nearby_defect_count_500m,defect_severity_index,risk_score,accident_severity_code,is_high_risk
ACC-PRG-25206,2025-12-21T07:57:00,25.508106,81.934363,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Moderate,Dense Fog / Smog,Morning Rush,7,6,1,12,11,10.0,0.4766,0,0
ACC-PRG-25207,2026-07-07T04:15:00,25.456316,81.742686,GT Road / Bamrauli Corridor,National Highway,65,4,Low,Rain,Early Hours,4,1,0,7,4,9.0,0.3899,0,0
ACC-PRG-25208,2025-06-26T19:30:00,25.443366,81.8338,Civil Lines,Local Residential,40,2,High,Clear,Evening Rush,19,3,0,6,33,10.0,0.2651,0,0
ACC-PRG-25209,2025-11-18T06:00:00,25.462354,81.849973,Katra / Allahabad Univ,Dense Urban Street,30,1,Congested,Clear,Morning Rush,6,1,0,11,20,10.0,0.2558,0,0
ACC-PRG-25210,2026-02-13T19:01:00,25.454371,81.829037,Prayagraj Junction (Civil Lines side),Local Residential,25,1,High,Clear,Evening Rush,19,4,0,2,31,10.0,0.2855,1,0
ACC-PRG-25211,2026-05-22T04:14:00,25.418123,81.864652,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Clear,Early Hours,4,4,0,5,6,10.0,0.3418,1,0
ACC-PRG-25212,2026-06-13T06:35:00,25.496151,81.857734,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,High,Clear,Morning Rush,6,5,1,6,15,10.0,0.3267,0,0
ACC-PRG-25213,2025-06-20T21:10:00,25.476227,81.84946,Katra / Allahabad Univ,Dense Urban Street,30,1,Low,Clear,Late Night,21,4,0,6,3,10.0,0.2197,0,0
ACC-PRG-25214,2026-02-09T03:38:00,25.446229,81.865129,Georgetown,Local Residential,35,1,Low,Clear,Early Hours,3,0,0,2,18,10.0,0.2303,0,0
ACC-PRG-25215,2026-02-14T06:09:00,25.377628,81.86424,Naini Industrial Area,Major Arterial,50,2,High,Dense Fog / Smog,Morning Rush,6,5,1,2,9,10.0,0.4756,0,0
ACC-PRG-25216,2025-07-02T02:49:00,25.417151,81.824251,Kareli Urban Zone,Local Residential,30,2,Moderate,Rain,Early Hours,2,2,0,7,14,10.0,0.4056,0,0
ACC-PRG-25217,2025-02-22T08:33:00,25.441182,81.847804,Rambagh Railway Station Area,Local Residential,30,2,High,Dense Fog / Smog,Morning Rush,8,5,1,2,23,10.0,0.4428,0,0
ACC-PRG-25218,2026-04-09T06:02:00,25.433007,81.883317,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Moderate,Clear,Morning Rush,6,3,0,4,22,10.0,0.3233,1,0
ACC-PRG-25219,2026-03-25T08:54:00,25.445557,81.832377,MG Marg Corridor,Suburban Arterial,45,2,High,Clear,Morning Rush,8,2,0,3,36,10.0,0.3759,1,0
ACC-PRG-25220,2025-01-05T20:50:00,25.464204,81.835524,MG Marg Corridor,Major Arterial,45,4,Moderate,Dense Fog / Smog,Evening Rush,20,6,1,1,3,10.0,0.4138,1,0
ACC-PRG-25221,2026-01-08T16:22:00,25.490685,81.870752,Teliyarganj / MNNIT Area,Local Residential,40,2,Congested,Dense Fog / Smog,Evening Rush,16,3,0,1,7,10.0,0.4596,0,0
ACC-PRG-25222,2025-08-28T07:14:00,25.407559,81.823332,Kareli Urban Zone,Dense Urban Street,30,1,Moderate,Rain,Morning Rush,7,3,0,8,2,4.5,0.279,1,0
ACC-PRG-25223,2026-07-01T23:59:00,25.461308,81.841082,MG Marg Corridor,Suburban Arterial,45,4,High,Monsoon Overcast,Late Night,23,2,0,7,21,10.0,0.3118,0,0
ACC-PRG-25224,2025-10-24T21:53:00,25.448311,81.737977,GT Road / Bamrauli Corridor,National Highway,65,4,Congested,Clear,Late Night,21,4,0,10,7,10.0,0.4094,0,0
ACC-PRG-25225,2025-02-14T14:38:00,25.454293,81.819963,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Moderate,Clear,Afternoon Off-Peak,14,4,0,2,7,10.0,0.3326,1,0
ACC-PRG-25226,2025-09-26T21:08:00,25.43924,81.763873,Jhalwa / IIIT-A Corridor,State Highway,45,4,Low,Monsoon Overcast,Late Night,21,4,0,9,1,3.5,0.2423,0,0
ACC-PRG-25227,2026-04-03T04:03:00,25.521976,81.93863,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Low,Clear,Early Hours,4,4,0,4,7,10.0,0.352,0,0
ACC-PRG-25228,2026-02-05T14:29:00,25.4257,81.84098,Kareli Urban Zone,Local Residential,30,1,Moderate,Rain,Afternoon Off-Peak,14,3,0,2,6,10.0,0.3452,0,0
ACC-PRG-25229,2025-11-07T09:16:00,25.445571,81.741207,GT Road / Bamrauli Corridor,National Highway,65,4,High,Clear,Morning Rush,9,4,0,11,9,10.0,0.3845,0,0
ACC-PRG-25230,2026-05-15T20:31:00,25.381328,81.868091,Naini Industrial Area,Suburban Arterial,50,2,Moderate,Clear,Evening Rush,20,4,0,5,12,10.0,0.3109,1,0
ACC-PRG-25231,2025-05-19T07:43:00,25.378979,81.873862,Georgetown,National Highway,70,4,Congested,Clear,Morning Rush,7,0,0,5,7,10.0,0.2953,0,0
ACC-PRG-25232,2025-05-04T17:30:00,25.518322,81.843916,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,High,Monsoon Overcast,Evening Rush,17,6,1,5,4,10.0,0.3353,0,0
ACC-PRG-25233,2025-07-18T01:49:00,25.323851,81.967552,Civil Lines,Dense Urban Street,40,1,High,Monsoon Overcast,Early Hours,1,4,0,7,0,0.0,0.1571,0,0
ACC-PRG-25234,2025-09-13T14:47:00,25.462008,81.864277,Katra / Allahabad Univ,Dense Urban Street,30,2,High,Clear,Afternoon Off-Peak,14,5,1,9,10,10.0,0.2509,0,0
ACC-PRG-25235,2026-06-12T20:54:00,25.458274,81.859057,Katra / Allahabad Univ,Dense Urban Street,30,2,High,Dust Storm,Evening Rush,20,4,0,6,11,10.0,0.3248,0,0
ACC-PRG-25236,2025-07-01T20:37:00,25.510976,81.921604,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Clear,Evening Rush,20,1,0,7,5,10.0,0.4038,0,0
ACC-PRG-25237,2026-07-07T12:13:00,25.44623,81.72585,Naini Old Bridge (Yamuna),Bridge / Flyover,40,2,High,Monsoon Overcast,Afternoon Off-Peak,12,1,0,7,2,6.0,0.2909,0,0
ACC-PRG-25238,2026-03-16T14:35:00,25.45371,81.843128,Civil Lines,Dense Urban Street,40,1,High,Clear,Afternoon Off-Peak,14,0,0,3,30,10.0,0.1769,0,0
ACC-PRG-25239,2025-03-11T18:48:00,25.492416,81.779286,Sangam / Daraganj,National Highway,70,6,Moderate,Clear,Evening Rush,18,1,0,3,0,0.0,0.1825,0,0
ACC-PRG-25240,2026-07-05T23:26:00,25.515277,81.933555,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Monsoon Overcast,Late Night,23,6,1,7,6,10.0,0.3963,0,0
ACC-PRG-25241,2025-12-26T02:02:00,25.436198,81.869289,Sangam / Daraganj,Local Residential,30,1,Moderate,Clear,Early Hours,2,4,0,12,4,8.0,0.2176,0,0
ACC-PRG-25242,2026-04-16T07:00:00,25.430069,81.889766,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Rain,Morning Rush,7,3,0,4,11,10.0,0.438,0,0
ACC-PRG-25243,2025-08-18T00:08:00,25.426168,81.837259,Prayagraj Junction (Civil Lines side),Local Residential,25,1,Moderate,Clear,Early Hours,0,0,0,8,6,10.0,0.2822,1,0
ACC-PRG-25244,2025-12-19T05:31:00,25.417026,81.770707,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,2,Moderate,Dense Fog / Smog,Early Hours,5,4,0,12,3,8.5,0.4143,1,0
ACC-PRG-25245,2025-03-11T23:24:00,25.464196,81.862694,Katra / Allahabad Univ,Dense Urban Street,30,1,Moderate,Clear,Late Night,23,1,0,3,7,10.0,0.2204,0,0
ACC-PRG-25246,2026-03-26T04:29:00,25.507102,81.923527,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Clear,Early Hours,4,3,0,3,8,10.0,0.4518,0,0
ACC-PRG-25247,2025-12-27T06:44:00,25.464476,81.874929,Katra / Allahabad Univ,Local Residential,30,2,High,Monsoon Overcast,Morning Rush,6,5,1,12,2,5.0,0.2584,0,0
ACC-PRG-25248,2026-07-06T07:16:00,25.443927,81.837,MG Marg Corridor,Suburban Arterial,45,4,High,Rain,Morning Rush,7,0,0,7,29,10.0,0.4348,0,0
ACC-PRG-25249,2025-10-25T12:50:00,25.436937,81.848871,Rambagh Railway Station Area,Dense Urban Street,30,1,High,Clear,Afternoon Off-Peak,12,5,1,10,20,10.0,0.2875,0,0
ACC-PRG-25250,2025-01-20T10:15:00,25.512276,81.853433,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Congested,Dense Fog / Smog,Afternoon Off-Peak,10,0,0,1,12,10.0,0.4249,1,0
ACC-PRG-25251,2025-01-14T00:02:00,25.428739,81.879947,Sangam / Daraganj,Local Residential,30,1,Congested,Dense Fog / Smog,Early Hours,0,1,0,1,15,10.0,0.4381,0,0
ACC-PRG-25252,2025-06-10T23:26:00,25.459324,81.822117,Prayagraj Junction (Civil Lines side),Local Residential,25,1,Moderate,Clear,Late Night,23,1,0,6,14,10.0,0.2793,0,0
ACC-PRG-25253,2025-07-07T05:20:00,25.443225,81.83931,MG Marg Corridor,Suburban Arterial,45,2,High,Clear,Early Hours,5,0,0,7,27,10.0,0.2722,0,0
ACC-PRG-25254,2025-09-22T20:18:00,25.419679,81.862725,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Monsoon Overcast,Evening Rush,20,0,0,9,7,10.0,0.2986,0,0
ACC-PRG-25255,2026-05-09T05:28:00,25.448442,81.855779,Georgetown,Local Residential,35,1,Moderate,Clear,Early Hours,5,5,1,5,20,10.0,0.2604,1,0
ACC-PRG-25256,2026-04-12T09:01:00,25.314056,81.984368,NH-19 Bypass (Varanasi-Kanpur),Local Residential,30,2,Moderate,Clear,Morning Rush,9,6,1,4,0,0.0,0.1076,0,0
ACC-PRG-25257,2025-01-06T21:49:00,25.468374,81.861393,Katra / Allahabad Univ,Dense Urban Street,30,2,Moderate,Clear,Late Night,21,0,0,1,7,10.0,0.2977,1,0
ACC-PRG-25258,2026-01-20T02:52:00,25.444553,81.884781,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Congested,Dense Fog / Smog,Early Hours,2,1,0,1,17,10.0,0.4136,0,0
ACC-PRG-25259,2026-05-20T16:55:00,25.310482,81.761237,Curzon Bridge / Phaphamau,National Highway,70,4,High,Monsoon Overcast,Evening Rush,16,2,0,5,0,0.0,0.2582,0,0
ACC-PRG-25260,2025-03-26T05:57:00,25.424626,81.890119,Sangam / Daraganj,Local Residential,30,1,Moderate,Clear,Early Hours,5,2,0,3,8,10.0,0.2741,0,0
ACC-PRG-25261,2026-02-03T05:10:00,25.452513,81.852695,MG Marg Corridor,Suburban Arterial,45,2,High,Clear,Early Hours,5,1,0,2,19,10.0,0.2655,0,0
ACC-PRG-25262,2026-06-04T09:18:00,25.450481,81.747379,GT Road / Bamrauli Corridor,National Highway,65,4,High,Clear,Morning Rush,9,3,0,6,5,10.0,0.4127,0,0
ACC-PRG-25263,2025-04-12T05:22:00,25.444705,81.824383,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Low,Dust Storm,Early Hours,5,5,1,4,20,10.0,0.3257,0,0
ACC-PRG-25264,2025-03-13T17:10:00,25.459135,81.836046,MG Marg Corridor,Suburban Arterial,45,2,Low,Clear,Evening Rush,17,3,0,3,21,10.0,0.3062,0,0
ACC-PRG-25265,2026-03-18T21:29:00,25.489012,81.867939,Teliyarganj / MNNIT Area,Dense Urban Street,40,1,Congested,Clear,Late Night,21,2,0,3,10,10.0,0.3056,0,0
ACC-PRG-25266,2025-08-10T15:22:00,25.452976,81.848218,Katra / Allahabad Univ,Local Residential,30,2,High,Clear,Afternoon Off-Peak,15,6,1,8,23,10.0,0.1687,0,0
ACC-PRG-25267,2025-11-07T23:41:00,25.454181,81.860558,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Clear,Late Night,23,4,0,11,14,10.0,0.328,1,0
ACC-PRG-25268,2025-12-01T02:39:00,25.389799,81.868882,Naini Industrial Area,Suburban Arterial,50,4,Congested,Clear,Early Hours,2,0,0,12,7,10.0,0.3434,0,0
ACC-PRG-25269,2026-06-10T10:05:00,25.433424,81.772004,Jhalwa / IIIT-A Corridor,State Highway,45,2,Moderate,Dust Storm,Afternoon Off-Peak,10,2,0,6,8,10.0,0.3918,0,0
ACC-PRG-25270,2025-12-22T20:51:00,25.444311,81.868401,Georgetown,Dense Urban Street,35,2,Low,Monsoon Overcast,Evening Rush,20,0,0,12,9,10.0,0.329,1,0
ACC-PRG-25271,2026-01-08T05:35:00,25.454148,81.82392,MG Marg Corridor,Suburban Arterial,45,4,Low,Dense Fog / Smog,Early Hours,5,3,0,1,20,10.0,0.4123,1,0
ACC-PRG-25272,2025-11-25T01:08:00,25.419107,81.816893,Kareli Urban Zone,Local Residential,30,1,High,Dense Fog / Smog,Early Hours,1,1,0,11,12,10.0,0.3313,1,0
ACC-PRG-25273,2026-05-02T05:23:00,25.343284,81.852525,Shastri Bridge (Ganga),Bridge / Flyover,40,4,High,Clear,Early Hours,5,5,1,5,0,0.0,0.1619,0,0
ACC-PRG-25274,2025-01-13T07:43:00,25.446476,81.771975,Jhalwa / IIIT-A Corridor,National Highway,80,6,Moderate,Clear,Morning Rush,7,0,0,1,1,5.25,0.2855,0,0
ACC-PRG-25275,2026-03-27T04:15:00,25.451332,81.748056,GT Road / Bamrauli Corridor,National Highway,65,6,High,Clear,Early Hours,4,4,0,3,5,10.0,0.3621,0,0
ACC-PRG-25276,2025-03-24T13:12:00,25.531818,81.727718,Civil Lines,State Highway,50,4,Low,Clear,Afternoon Off-Peak,13,0,0,3,0,0.0,0.1159,0,0
ACC-PRG-25277,2025-11-03T00:38:00,25.433081,81.837078,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Clear,Early Hours,0,0,0,11,7,10.0,0.3662,0,0
ACC-PRG-25278,2025-04-25T15:24:00,25.446919,81.880252,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Clear,Afternoon Off-Peak,15,4,0,4,7,10.0,0.3132,0,0
ACC-PRG-25279,2025-01-26T21:45:00,25.4273,81.768082,Jhalwa / IIIT-A Corridor,Major Arterial,45,4,Moderate,Clear,Late Night,21,6,1,1,11,10.0,0.2732,0,0
ACC-PRG-25280,2025-10-15T17:19:00,25.422669,81.825727,Kareli Urban Zone,Local Residential,30,1,High,Clear,Evening Rush,17,2,0,10,17,10.0,0.3347,0,0
ACC-PRG-25281,2025-02-04T22:08:00,25.419156,81.818899,Kareli Urban Zone,Dense Urban Street,30,2,Congested,Clear,Late Night,22,1,0,2,17,10.0,0.3519,0,0
ACC-PRG-25282,2026-06-08T20:25:00,25.442744,81.848509,Rambagh Railway Station Area,Dense Urban Street,30,1,Moderate,Clear,Evening Rush,20,0,0,6,29,10.0,0.3176,0,0
ACC-PRG-25283,2025-09-27T07:21:00,25.451417,81.834722,MG Marg Corridor,Major Arterial,45,4,Moderate,Rain,Morning Rush,7,5,1,9,40,10.0,0.403,0,0
ACC-PRG-25284,2025-03-09T01:34:00,25.502469,81.92712,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Clear,Early Hours,1,6,1,3,11,10.0,0.3979,0,0
ACC-PRG-25285,2025-09-14T14:43:00,25.42207,81.868989,Sangam / Daraganj,Local Residential,30,1,High,Rain,Afternoon Off-Peak,14,6,1,9,5,10.0,0.3581,0,0
ACC-PRG-25286,2026-05-14T11:21:00,25.437125,81.828908,MG Marg Corridor,State Highway,45,2,High,Clear,Afternoon Off-Peak,11,3,0,5,8,10.0,0.306,0,0
ACC-PRG-25287,2025-03-25T13:45:00,25.385659,81.90037,Rambagh Railway Station Area,National Highway,70,4,High,Clear,Afternoon Off-Peak,13,1,0,3,0,0.0,0.1419,0,0
ACC-PRG-25288,2026-07-17T16:35:00,25.419342,81.822797,Kareli Urban Zone,Local Residential,30,2,Low,Rain,Evening Rush,16,4,0,7,18,10.0,0.3312,0,0
ACC-PRG-25289,2026-06-06T10:18:00,25.446722,81.851575,Rambagh Railway Station Area,Local Residential,30,2,Congested,Clear,Afternoon Off-Peak,10,5,1,6,31,10.0,0.224,0,0
ACC-PRG-25290,2025-02-10T16:49:00,25.509736,81.932702,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,High,Clear,Evening Rush,16,0,0,2,11,10.0,0.3865,0,0
ACC-PRG-25291,2025-11-16T17:50:00,25.436641,81.829949,Prayagraj Junction (Civil Lines side),Local Residential,25,2,High,Clear,Evening Rush,17,6,1,11,7,10.0,0.402,0,0
ACC-PRG-25292,2026-01-09T09:05:00,25.32399,81.998109,Shastri Bridge (Ganga),National Highway,80,4,High,Dust Storm,Morning Rush,9,4,0,1,0,0.0,0.2276,0,0
ACC-PRG-25293,2025-06-03T15:29:00,25.430985,81.814734,Kareli Urban Zone,Dense Urban Street,30,2,High,Clear,Afternoon Off-Peak,15,1,0,6,8,10.0,0.2822,1,0
ACC-PRG-25294,2026-08-02T17:05:00,25.444401,81.889941,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Low,Rain,Evening Rush,17,6,1,8,14,10.0,0.4091,1,0
ACC-PRG-25295,2026-07-26T10:16:00,25.423083,81.86824,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Rain,Afternoon Off-Peak,10,6,1,7,4,10.0,0.401,1,0
ACC-PRG-25296,2025-02-10T12:43:00,25.385002,81.719464,Katra / Allahabad Univ,State Highway,60,2,High,Clear,Afternoon Off-Peak,12,0,0,2,0,0.0,0.2365,0,0
ACC-PRG-25297,2025-12-03T22:52:00,25.525944,81.860839,Phaphamau NH-19 Junction,National Highway,70,4,High,Dense Fog / Smog,Late Night,22,2,0,12,17,10.0,0.4418,0,0
ACC-PRG-25298,2025-09-12T20:09:00,25.417219,81.882545,Sangam / Daraganj,Local Residential,30,2,Congested,Rain,Evening Rush,20,4,0,9,4,8.5,0.4316,0,0
ACC-PRG-25299,2025-06-28T23:00:00,25.444223,81.827895,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Moderate,Dust Storm,Late Night,23,5,1,6,23,10.0,0.3142,0,0
ACC-PRG-25300,2025-03-31T01:36:00,25.44043,81.85137,Rambagh Railway Station Area,Dense Urban Street,30,1,Low,Clear,Early Hours,1,0,0,3,25,10.0,0.2626,0,0
ACC-PRG-25301,2026-02-13T13:54:00,25.450833,81.88414,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Clear,Afternoon Off-Peak,13,4,0,2,3,6.5,0.3183,0,0
ACC-PRG-25302,2025-11-12T22:39:00,25.497938,81.862459,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,Congested,Dense Fog / Smog,Late Night,22,2,0,11,13,10.0,0.3909,0,0
ACC-PRG-25303,2026-02-28T11:00:00,25.429498,81.857501,Rambagh Railway Station Area,Local Residential,30,1,Moderate,Clear,Afternoon Off-Peak,11,5,1,2,8,10.0,0.2672,1,0
ACC-PRG-25304,2025-04-30T11:12:00,25.421762,81.859709,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Clear,Afternoon Off-Peak,11,2,0,4,12,10.0,0.2869,0,0
ACC-PRG-25305,2026-04-21T12:47:00,25.387371,81.903937,Shastri Bridge (Ganga),Bridge / Flyover,30,2,Moderate,Clear,Afternoon Off-Peak,12,1,0,4,0,0.0,0.1266,0,0
ACC-PRG-25306,2025-07-14T06:33:00,25.459895,81.853786,Georgetown,Dense Urban Street,35,2,High,Clear,Morning Rush,6,0,0,7,15,10.0,0.2134,0,0
ACC-PRG-25307,2026-04-18T09:19:00,25.449926,81.853458,MG Marg Corridor,Suburban Arterial,45,2,Moderate,Clear,Morning Rush,9,5,1,4,22,10.0,0.2167,0,0
ACC-PRG-25308,2025-04-30T15:47:00,25.491013,81.866334,Teliyarganj / MNNIT Area,Local Residential,40,1,Low,Clear,Afternoon Off-Peak,15,2,0,4,11,10.0,0.2423,0,0
ACC-PRG-25309,2025-04-29T10:54:00,25.360617,81.757499,Naini Old Bridge (Yamuna),Bridge / Flyover,40,4,Moderate,Clear,Afternoon Off-Peak,10,1,0,4,0,0.0,0.1498,0,0
ACC-PRG-25310,2026-05-17T09:04:00,25.490961,81.855091,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,Moderate,Clear,Morning Rush,9,6,1,5,12,10.0,0.2742,0,0
ACC-PRG-25311,2026-02-23T22:24:00,25.489279,81.85971,Teliyarganj / MNNIT Area,Dense Urban Street,40,1,High,Clear,Late Night,22,0,0,2,18,10.0,0.3074,0,0
ACC-PRG-25312,2026-04-01T16:25:00,25.418275,81.785867,Curzon Bridge / Phaphamau,Bridge / Flyover,40,4,High,Clear,Evening Rush,16,2,0,4,2,8.75,0.4218,1,0
ACC-PRG-25313,2026-01-04T11:58:00,25.442397,81.748999,GT Road / Bamrauli Corridor,National Highway,65,4,Low,Clear,Afternoon Off-Peak,11,6,1,1,3,9.75,0.3322,0,0
ACC-PRG-25314,2025-12-23T04:20:00,25.425779,81.870756,Sangam / Daraganj,Local Residential,30,2,Moderate,Clear,Early Hours,4,1,0,12,4,10.0,0.2926,0,0
ACC-PRG-25315,2026-05-15T01:21:00,25.502174,81.860276,Teliyarganj / MNNIT Area,Local Residential,40,2,Moderate,Monsoon Overcast,Early Hours,1,4,0,5,10,10.0,0.2968,0,0
ACC-PRG-25316,2025-06-01T02:00:00,25.392073,81.867386,Naini Industrial Area,Suburban Arterial,50,2,Moderate,Clear,Early Hours,2,6,1,6,10,10.0,0.2712,0,0
ACC-PRG-25317,2025-03-16T07:53:00,25.453292,81.845486,Civil Lines,Local Residential,40,1,High,Clear,Morning Rush,7,6,1,3,27,10.0,0.2666,1,0
ACC-PRG-25318,2025-04-12T00:02:00,25.41081,81.882718,Sangam / Daraganj,Local Residential,30,2,Moderate,Clear,Early Hours,0,5,1,4,1,5.25,0.2222,0,0
ACC-PRG-25319,2025-03-03T16:18:00,25.417196,81.868246,Sangam / Daraganj,Local Residential,30,2,Low,Clear,Evening Rush,16,0,0,3,6,10.0,0.345,0,0
ACC-PRG-25320,2026-06-14T12:52:00,25.414873,81.813648,Kareli Urban Zone,Dense Urban Street,30,1,Congested,Clear,Afternoon Off-Peak,12,6,1,6,4,10.0,0.277,0,0
ACC-PRG-25321,2025-04-07T14:05:00,25.455491,81.8557,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Clear,Afternoon Off-Peak,14,0,0,4,16,10.0,0.2309,0,0
ACC-PRG-25322,2026-02-26T18:53:00,25.4096,81.851422,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,High,Clear,Evening Rush,18,3,0,2,4,10.0,0.3843,0,0
ACC-PRG-25323,2025-05-26T22:15:00,25.447293,81.827426,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Low,Clear,Late Night,22,0,0,5,31,10.0,0.3645,1,0
ACC-PRG-25324,2026-04-21T15:01:00,25.423117,81.860967,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,High,Clear,Afternoon Off-Peak,15,1,0,4,8,10.0,0.315,0,0
ACC-PRG-25325,2026-04-19T07:56:00,25.511541,81.926982,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Clear,Morning Rush,7,6,1,4,8,10.0,0.4136,0,0
ACC-PRG-25326,2025-08-28T04:44:00,25.444227,81.860557,Georgetown,Dense Urban Street,35,1,Moderate,Monsoon Overcast,Early Hours,4,3,0,8,21,10.0,0.2814,0,0
ACC-PRG-25327,2025-08-04T14:15:00,25.511873,81.878567,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,High,Monsoon Overcast,Afternoon Off-Peak,14,0,0,8,1,1.5,0.2367,0,0
ACC-PRG-25328,2025-09-24T13:16:00,25.473606,81.990488,Phaphamau NH-19 Junction,Local Residential,30,1,Moderate,Rain,Afternoon Off-Peak,13,2,0,9,0,0.0,0.1665,0,0
ACC-PRG-25329,2025-12-01T23:18:00,25.453859,81.833834,MG Marg Corridor,Major Arterial,45,4,High,Dense Fog / Smog,Late Night,23,0,0,12,37,10.0,0.399,0,0
ACC-PRG-25330,2025-02-14T03:44:00,25.431895,81.851441,Rambagh Railway Station Area,Local Residential,30,2,Moderate,Dense Fog / Smog,Early Hours,3,4,0,2,8,10.0,0.4112,0,0
ACC-PRG-25331,2025-02-24T18:37:00,25.446794,81.843004,MG Marg Corridor,Major Arterial,45,4,Low,Rain,Evening Rush,18,0,0,2,25,10.0,0.3058,0,0
ACC-PRG-25332,2025-02-26T23:33:00,25.445052,81.73881,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Dense Fog / Smog,Late Night,23,2,0,2,7,10.0,0.4261,0,0
ACC-PRG-25333,2026-06-18T21:19:00,25.479759,81.860845,Teliyarganj / MNNIT Area,Local Residential,40,1,High,Clear,Late Night,21,3,0,6,3,9.25,0.3224,0,0
ACC-PRG-25334,2025-12-10T11:44:00,25.455975,81.824169,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Congested,Rain,Afternoon Off-Peak,11,2,0,12,24,10.0,0.3797,0,0
ACC-PRG-25335,2025-01-24T02:38:00,25.443956,81.85653,Rambagh Railway Station Area,Local Residential,30,1,High,Clear,Early Hours,2,4,0,1,31,10.0,0.2876,1,0
ACC-PRG-25336,2025-05-21T05:48:00,25.43241,81.859491,Georgetown,Dense Urban Street,35,2,Moderate,Monsoon Overcast,Early Hours,5,2,0,5,9,10.0,0.2344,0,0
ACC-PRG-25337,2026-06-06T03:17:00,25.422935,81.767891,Jhalwa / IIIT-A Corridor,State Highway,45,2,High,Clear,Early Hours,3,5,1,6,8,10.0,0.2676,0,0
ACC-PRG-25338,2025-08-16T21:20:00,25.453591,81.839822,Civil Lines,Local Residential,40,2,High,Rain,Late Night,21,5,1,8,32,10.0,0.3394,0,0
ACC-PRG-25339,2025-09-09T16:24:00,25.46277,81.855104,Katra / Allahabad Univ,Dense Urban Street,30,2,Low,Dense Fog / Smog,Evening Rush,16,1,0,9,14,10.0,0.4124,0,0
ACC-PRG-25340,2025-12-26T06:13:00,25.316791,81.742394,Sangam / Daraganj,Major Arterial,50,4,Congested,Dense Fog / Smog,Morning Rush,6,4,0,12,0,0.0,0.259,1,0
ACC-PRG-25341,2026-03-21T10:34:00,25.449448,81.737379,GT Road / Bamrauli Corridor,National Highway,65,4,Moderate,Clear,Afternoon Off-Peak,10,5,1,3,6,10.0,0.3315,1,0
ACC-PRG-25342,2026-02-02T19:37:00,25.422516,81.763822,Jhalwa / IIIT-A Corridor,State Highway,45,4,Moderate,Monsoon Overcast,Evening Rush,19,0,0,2,10,10.0,0.3626,0,0
ACC-PRG-25343,2026-06-07T10:33:00,25.517418,81.862766,Phaphamau NH-19 Junction,National Highway,70,6,High,Dust Storm,Afternoon Off-Peak,10,6,1,6,9,10.0,0.4592,0,0
ACC-PRG-25344,2025-05-10T18:33:00,25.442531,81.864801,Georgetown,Dense Urban Street,35,2,Moderate,Dust Storm,Evening Rush,18,5,1,5,13,10.0,0.3114,0,0
ACC-PRG-25345,2025-01-25T10:25:00,25.445242,81.823736,Civil Lines,Local Residential,40,2,Moderate,Clear,Afternoon Off-Peak,10,5,1,1,21,10.0,0.284,0,0
