id,defect_type,lat,lng,nearest_cluster,severity,status,department_id,photo_url,created_at,resolved_at,is_active
REP-PRG-10743,Pothole,25.428153,81.833914,Rambagh Railway Station Area,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10743.jpg,2026-03-21T05:01:53,,1
REP-PRG-10744,Garbage Accumulation,25.415795,81.780101,Jhalwa / IIIT-A Corridor,Moderate,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10744.jpg,2026-06-18T12:20:08,,1
REP-PRG-10745,Streetlight Defect,25.520585,81.885466,Phaphamau NH-19 Junction,High,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10745.jpg,2026-02-25T02:30:29,,1
REP-PRG-10746,Garbage Accumulation,25.487486,81.864476,Teliyarganj / MNNIT Area,High,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10746.jpg,2026-06-25T09:53:42,,1
REP-PRG-10747,Pothole,25.451337,81.906049,Shastri Bridge (Ganga),High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10747.jpg,2026-02-08T01:10:22,,1
REP-PRG-10748,Pothole,25.466492,81.749667,GT Road / Bamrauli Corridor,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10748.jpg,2026-06-05T09:22:28,,1
REP-PRG-10749,Drainage Issues,25.500193,81.86774,Teliyarganj / MNNIT Area,Moderate,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10749.jpg,2026-03-16T05:45:11,,1
REP-PRG-10750,Drainage Issues,25.455227,81.833591,MG Marg Corridor,High,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10750.jpg,2026-04-23T08:23:23,,1
REP-PRG-10751,Drainage Issues,25.505454,81.857973,Curzon Bridge / Phaphamau,Critical,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10751.jpg,2026-02-19T09:13:25,,1
REP-PRG-10752,Streetlight Defect,25.445639,81.824374,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10752.jpg,2026-01-10T21:05:51,,1
REP-PRG-10753,Garbage Accumulation,25.530571,81.872642,Phaphamau NH-19 Junction,Critical,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10753.jpg,2026-03-12T22:32:34,,1
REP-PRG-10754,Garbage Accumulation,25.428707,81.78182,Jhalwa / IIIT-A Corridor,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10754.jpg,2026-01-04T10:29:53,,1
REP-PRG-10755,Streetlight Defect,25.420866,81.878451,Sangam / Daraganj,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10755.jpg,2026-05-30T20:40:25,,1
REP-PRG-10756,Drainage Issues,25.422265,81.755068,Jhalwa / IIIT-A Corridor,Moderate,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10756.jpg,2026-02-20T00:33:26,,1
REP-PRG-10757,Streetlight Defect,25.491339,81.862026,Teliyarganj / MNNIT Area,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10757.jpg,2026-01-29T04:20:20,,1
REP-PRG-10758,Streetlight Defect,25.442108,81.885046,Sangam / Daraganj,Moderate,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10758.jpg,2026-05-12T17:22:56,,1
REP-PRG-10759,Garbage Accumulation,25.451807,81.869833,Katra / Allahabad Univ,Critical,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10759.jpg,2026-03-04T20:22:00,,1
REP-PRG-10760,Garbage Accumulation,25.519768,81.934657,NH-19 Bypass (Varanasi-Kanpur),Critical,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10760.jpg,2026-05-04T12:13:59,,1
REP-PRG-10761,Pothole,25.458188,81.847324,Katra / Allahabad Univ,High,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10761.jpg,2026-06-23T16:22:17,2026-07-07T16:22:17,0
REP-PRG-10762,Pothole,25.417022,81.82871,Kareli Urban Zone,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10762.jpg,2026-06-29T17:35:17,,1
REP-PRG-10763,Pothole,25.540077,81.877346,Phaphamau NH-19 Junction,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10763.jpg,2026-03-29T10:46:05,,1
REP-PRG-10764,Streetlight Defect,25.435089,81.881043,Shastri Bridge (Ganga),Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10764.jpg,2026-03-10T14:39:17,,1
REP-PRG-10765,Streetlight Defect,25.513127,81.843852,Curzon Bridge / Phaphamau,Low,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10765.jpg,2026-03-09T15:31:42,,1
REP-PRG-10766,Pothole,25.527585,81.863819,Phaphamau NH-19 Junction,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10766.jpg,2026-02-09T11:53:03,,1
REP-PRG-10767,Drainage Issues,25.381272,81.852242,Naini Industrial Area,High,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10767.jpg,2026-06-07T08:14:28,,1
REP-PRG-10768,Drainage Issues,25.453109,81.833738,MG Marg Corridor,Moderate,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10768.jpg,2026-05-28T18:00:09,,1
REP-PRG-10769,Pothole,25.430141,81.825022,Rambagh Railway Station Area,High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10769.jpg,2026-04-12T16:05:10,,1
REP-PRG-10770,Pothole,25.41778,81.869178,Naini Old Bridge (Yamuna),High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10770.jpg,2026-05-19T09:11:08,,1
REP-PRG-10771,Pothole,25.46029,81.824343,Prayagraj Junction (Civil Lines side),High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10771.jpg,2026-04-28T12:22:56,,1
REP-PRG-10772,Streetlight Defect,25.442182,81.83175,Prayagraj Junction (Civil Lines side),High,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10772.jpg,2026-02-23T21:48:52,,1
REP-PRG-10773,Pothole,25.377013,81.867414,Naini Industrial Area,High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10773.jpg,2026-05-21T17:34:12,,1
REP-PRG-10774,Pothole,25.531129,81.874815,Phaphamau NH-19 Junction,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10774.jpg,2026-02-18T02:09:34,,1
REP-PRG-10775,Pothole,25.449199,81.738371,GT Road / Bamrauli Corridor,High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10775.jpg,2026-04-13T18:10:51,,1
REP-PRG-10776,Pothole,25.502976,81.923385,NH-19 Bypass (Varanasi-Kanpur),Low,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10776.jpg,2026-02-28T11:38:10,,1
REP-PRG-10777,Garbage Accumulation,25.458188,81.857939,Katra / Allahabad Univ,Moderate,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10777.jpg,2026-02-20T13:18:36,,1
REP-PRG-10778,Streetlight Defect,25.425309,81.848575,Naini Old Bridge (Yamuna),Low,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10778.jpg,2026-02-05T06:57:40,,1
REP-PRG-10779,Streetlight Defect,25.458942,81.825831,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10779.jpg,2026-03-07T04:28:00,,1
REP-PRG-10780,Pothole,25.448829,81.832022,MG Marg Corridor,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10780.jpg,2026-03-08T01:21:00,,1
REP-PRG-10781,Streetlight Defect,25.365606,81.872072,Naini Industrial Area,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10781.jpg,2026-05-25T04:17:51,,1
REP-PRG-10782,Pothole,25.465895,81.852749,Katra / Allahabad Univ,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10782.jpg,2026-06-24T06:02:54,,1
REP-PRG-10783,Streetlight Defect,25.512536,81.862128,Curzon Bridge / Phaphamau,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10783.jpg,2026-03-14T20:55:44,,1
REP-PRG-10784,Garbage Accumulation,25.4075,81.815768,Kareli Urban Zone,Moderate,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10784.jpg,2026-01-21T21:52:27,,1
REP-PRG-10785,Streetlight Defect,25.451354,81.848966,Georgetown,Critical,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10785.jpg,2026-06-13T20:17:02,,1
REP-PRG-10786,Streetlight Defect,25.452348,81.729147,GT Road / Bamrauli Corridor,Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10786.jpg,2026-01-19T10:52:49,,1
REP-PRG-10787,Pothole,25.442731,81.889715,Shastri Bridge (Ganga),Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10787.jpg,2026-03-11T06:02:29,,1
REP-PRG-10788,Pothole,25.479079,81.872318,Teliyarganj / MNNIT Area,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10788.jpg,2026-04-04T05:22:08,,1
REP-PRG-10789,Drainage Issues,25.441123,81.821518,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10789.jpg,2026-01-06T12:33:09,,1
REP-PRG-10790,Garbage Accumulation,25.526605,81.874189,Phaphamau NH-19 Junction,Critical,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10790.jpg,2026-01-21T15:40:00,,1
REP-PRG-10791,Pothole,25.430873,81.890493,Shastri Bridge (Ganga),Low,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10791.jpg,2026-05-03T03:58:04,2026-05-05T03:58:04,0
REP-PRG-10792,Garbage Accumulation,25.456031,81.840445,Civil Lines,Moderate,Resolved,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10792.jpg,2026-01-27T17:33:20,2026-02-07T17:33:20,0
REP-PRG-10793,Pothole,25.419412,81.852064,Naini Old Bridge (Yamuna),Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10793.jpg,2026-02-28T17:00:26,,1
REP-PRG-10794,Streetlight Defect,25.438379,81.859689,Georgetown,Low,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10794.jpg,2026-02-13T09:02:24,,1
REP-PRG-10795,Garbage Accumulation,25.440423,81.814629,MG Marg Corridor,High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10795.jpg,2026-05-03T01:00:35,,1
REP-PRG-10796,Streetlight Defect,25.463492,81.862231,Katra / Allahabad Univ,Low,Resolved,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10796.jpg,2026-05-19T14:26:44,2026-05-30T14:26:44,0
REP-PRG-10797,Streetlight Defect,25.491097,81.921922,NH-19 Bypass (Varanasi-Kanpur),High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10797.jpg,2026-05-16T07:17:38,,1
REP-PRG-10798,Drainage Issues,25.449953,81.87546,Georgetown,Moderate,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10798.jpg,2026-01-24T00:05:15,,1
REP-PRG-10799,Pothole,25.445166,81.853176,Georgetown,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10799.jpg,2026-01-02T03:03:12,,1
REP-PRG-10800,Pothole,25.416537,81.865999,Naini Old Bridge (Yamuna),Moderate,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10800.jpg,2026-05-07T01:22:10,,1
REP-PRG-10801,Pothole,25.439832,81.852606,Georgetown,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10801.jpg,2026-03-01T08:15:46,,1
REP-PRG-10802,Pothole,25.424138,81.762373,Jhalwa / IIIT-A Corridor,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10802.jpg,2026-03-05T13:56:40,,1
REP-PRG-10803,Garbage Accumulation,25.492981,81.875997,Teliyarganj / MNNIT Area,Moderate,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10803.jpg,2026-06-10T16:43:19,,1
REP-PRG-10804,Garbage Accumulation,25.449585,81.825981,Prayagraj Junction (Civil Lines side),Critical,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10804.jpg,2026-06-25T17:53:53,,1
REP-PRG-10805,Streetlight Defect,25.442666,81.846494,Georgetown,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10805.jpg,2026-02-18T10:29:33,,1
REP-PRG-10806,Pothole,25.446065,81.889377,Shastri Bridge (Ganga),Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10806.jpg,2026-04-26T17:54:29,,1
REP-PRG-10807,Pothole,25.438056,81.873545,Rambagh Railway Station Area,Low,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10807.jpg,2026-05-17T08:48:20,,1
REP-PRG-10808,Drainage Issues,25.44139,81.883986,Shastri Bridge (Ganga),Moderate,Reported,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10808.jpg,2026-04-23T08:17:55,,1
REP-PRG-10809,Pothole,25.521589,81.874188,Phaphamau NH-19 Junction,Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10809.jpg,2026-04-18T19:20:38,,1
REP-PRG-10810,Drainage Issues,25.440406,81.836494,Rambagh Railway Station Area,Moderate,In Progress,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10810.jpg,2026-03-26T10:55:15,,1
REP-PRG-10811,Pothole,25.425354,81.849655,Naini Old Bridge (Yamuna),High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10811.jpg,2026-05-01T14:36:43,,1
REP-PRG-10812,Drainage Issues,25.526986,81.86664,Curzon Bridge / Phaphamau,Moderate,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10812.jpg,2026-01-04T12:26:25,,1
REP-PRG-10813,Pothole,25.521421,81.875248,Phaphamau NH-19 Junction,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10813.jpg,2026-01-09T15:15:06,,1
REP-PRG-10814,Garbage Accumulation,25.510543,81.936822,NH-19 Bypass (Varanasi-Kanpur),Low,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10814.jpg,2026-02-24T01:12:54,,1
REP-PRG-10815,Garbage Accumulation,25.495878,81.856229,Teliyarganj / MNNIT Area,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10815.jpg,2026-06-11T09:32:09,,1
REP-PRG-10816,Pothole,25.441852,81.83624,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10816.jpg,2026-04-03T09:53:47,,1
REP-PRG-10817,Drainage Issues,25.509322,81.854771,Curzon Bridge / Phaphamau,Moderate,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10817.jpg,2026-01-04T14:05:36,,1
REP-PRG-10818,Streetlight Defect,25.452359,81.858389,Katra / Allahabad Univ,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10818.jpg,2026-01-12T05:09:22,,1
REP-PRG-10819,Garbage Accumulation,25.456,81.83946,Rambagh Railway Station Area,Low,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10819.jpg,2026-03-05T13:44:29,,1
REP-PRG-10820,Pothole,25.439694,81.859298,Rambagh Railway Station Area,High,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10820.jpg,2026-06-10T10:11:11,2026-06-12T10:11:11,0
REP-PRG-10821,Streetlight Defect,25.427363,81.773619,Jhalwa / IIIT-A Corridor,High,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10821.jpg,2026-02-03T01:45:42,,1
REP-PRG-10822,Pothole,25.516501,81.868426,Phaphamau NH-19 Junction,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10822.jpg,2026-03-30T23:58:23,,1
REP-PRG-10823,Pothole,25.510503,81.865886,Curzon Bridge / Phaphamau,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10823.jpg,2026-03-06T09:26:15,,1
REP-PRG-10824,Garbage Accumulation,25.448999,81.868717,Rambagh Railway Station Area,Moderate,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10824.jpg,2026-05-06T14:54:34,,1
REP-PRG-10825,Streetlight Defect,25.443637,81.892606,Shastri Bridge (Ganga),Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10825.jpg,2026-06-04T04:11:22,,1
REP-PRG-10826,Pothole,25.440555,81.887175,Shastri Bridge (Ganga),Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10826.jpg,2026-03-10T03:43:09,,1
REP-PRG-10827,Streetlight Defect,25.430708,81.767637,Jhalwa / IIIT-A Corridor,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10827.jpg,2026-02-17T08:40:53,,1
REP-PRG-10828,Garbage Accumulation,25.429348,81.780541,Jhalwa / IIIT-A Corridor,Moderate,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10828.jpg,2026-06-19T03:37:22,,1
REP-PRG-10829,Pothole,25.483948,81.872119,Teliyarganj / MNNIT Area,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10829.jpg,2026-02-10T06:19:12,,1
REP-PRG-10830,Pothole,25.455537,81.858055,Georgetown,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10830.jpg,2026-05-15T07:59:22,,1
REP-PRG-10831,Pothole,25.413025,81.875137,Sangam / Daraganj,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10831.jpg,2026-01-09T15:21:26,,1
REP-PRG-10832,Streetlight Defect,25.395376,81.864817,Naini Industrial Area,Low,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10832.jpg,2026-04-11T07:57:15,,1
REP-PRG-10833,Streetlight Defect,25.431506,81.843962,Rambagh Railway Station Area,High,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10833.jpg,2026-04-04T16:02:10,,1
REP-PRG-10834,Pothole,25.436725,81.884374,Sangam / Daraganj,Critical,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10834.jpg,2026-01-22T01:02:29,,1
REP-PRG-10835,Pothole,25.447089,81.835065,MG Marg Corridor,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10835.jpg,2026-04-05T10:07:21,,1
REP-PRG-10836,Streetlight Defect,25.456866,81.847621,Katra / Allahabad Univ,High,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10836.jpg,2026-01-20T15:51:38,,1
REP-PRG-10837,Pothole,25.459923,81.825421,Prayagraj Junction (Civil Lines side),High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10837.jpg,2026-02-18T15:01:52,,1
REP-PRG-10838,Garbage Accumulation,25.456737,81.840171,Prayagraj Junction (Civil Lines side),Moderate,Resolved,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10838.jpg,2026-05-24T04:19:16,2026-06-01T04:19:16,0
REP-PRG-10839,Garbage Accumulation,25.392986,81.861547,Naini Industrial Area,Moderate,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10839.jpg,2026-06-29T23:32:57,,1
REP-PRG-10840,Pothole,25.38823,81.864806,Naini Industrial Area,Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10840.jpg,2026-03-29T07:56:24,,1
REP-PRG-10841,Streetlight Defect,25.43177,81.892595,Shastri Bridge (Ganga),Moderate,Resolved,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10841.jpg,2026-03-23T04:01:40,2026-03-30T04:01:40,0
REP-PRG-10842,Pothole,25.418568,81.779501,Jhalwa / IIIT-A Corridor,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10842.jpg,2026-03-25T06:09:05,,1
REP-PRG-10843,Streetlight Defect,25.521283,81.866609,Phaphamau NH-19 Junction,Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10843.jpg,2026-03-07T21:06:27,,1
REP-PRG-10844,Streetlight Defect,25.512266,81.927929,NH-19 Bypass (Varanasi-Kanpur),Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10844.jpg,2026-03-15T05:41:27,,1
REP-PRG-10845,Streetlight Defect,25.457294,81.831101,Civil Lines,Critical,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10845.jpg,2026-03-18T16:04:43,,1
REP-PRG-10846,Drainage Issues,25.51897,81.847232,Curzon Bridge / Phaphamau,Low,In Progress,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10846.jpg,2026-06-26T18:02:50,,1
REP-PRG-10847,Streetlight Defect,25.448011,81.843511,Prayagraj Junction (Civil Lines side),Critical,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10847.jpg,2026-01-11T00:45:41,,1
REP-PRG-10848,Pothole,25.419997,81.764578,Jhalwa / IIIT-A Corridor,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10848.jpg,2026-03-05T16:28:59,,1
REP-PRG-10849,Garbage Accumulation,25.464111,81.856437,Katra / Allahabad Univ,Low,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10849.jpg,2026-02-25T10:48:38,,1
REP-PRG-10850,Garbage Accumulation,25.422805,81.823913,Kareli Urban Zone,Low,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10850.jpg,2026-06-27T04:58:47,,1
REP-PRG-10851,Streetlight Defect,25.390078,81.873878,Naini Industrial Area,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10851.jpg,2026-05-28T21:53:30,,1
REP-PRG-10852,Garbage Accumulation,25.433279,81.87807,Sangam / Daraganj,Critical,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10852.jpg,2026-04-22T23:09:54,,1
REP-PRG-10853,Drainage Issues,25.390381,81.880199,Naini Industrial Area,Moderate,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10853.jpg,2026-06-04T08:24:58,,1
REP-PRG-10854,Pothole,25.490939,81.855204,Teliyarganj / MNNIT Area,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10854.jpg,2026-05-25T13:26:45,,1
REP-PRG-10855,Streetlight Defect,25.428857,81.819037,Kareli Urban Zone,Moderate,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10855.jpg,2026-04-12T00:13:27,,1
REP-PRG-10856,Pothole,25.429619,81.834779,Prayagraj Junction (Civil Lines side),Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10856.jpg,2026-02-07T12:48:46,,1
REP-PRG-10857,Pothole,25.415717,81.819276,Kareli Urban Zone,Moderate,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10857.jpg,2026-04-13T17:33:33,,1
REP-PRG-10858,Pothole,25.432656,81.881524,Sangam / Daraganj,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10858.jpg,2026-02-05T01:30:35,,1
REP-PRG-10859,Streetlight Defect,25.517676,81.854516,Curzon Bridge / Phaphamau,High,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10859.jpg,2026-06-08T03:05:14,,1
REP-PRG-10860,Pothole,25.529105,81.862924,Phaphamau NH-19 Junction,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10860.jpg,2026-06-26T04:58:19,,1
REP-PRG-10861,Pothole,25.43591,81.884923,Sangam / Daraganj,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10861.jpg,2026-02-18T19:40:39,,1
REP-PRG-10862,Streetlight Defect,25.420516,81.778688,Jhalwa / IIIT-A Corridor,Low,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10862.jpg,2026-04-01T06:26:09,,1
REP-PRG-10863,Streetlight Defect,25.505712,81.936464,NH-19 Bypass (Varanasi-Kanpur),Moderate,Resolved,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10863.jpg,2026-03-01T15:16:13,2026-03-13T15:16:13,0
